,Економска класификација,ОПИС,Приходи из буџета   ,Сопствени приходи ,Донације од осталих нивоа власти ,Остали,УКУПНО
,422,Трошкови путовања,"100,000",,,,"100,000"
,423,Услуге по уговору,"23,000",,,"17,000","40,000"
,426,Материјал,"32,000",,,,"32,000"
,465,"Остале донације, дотације и трансфери","537,000",,,,"537,000"
,,Свега за програмску активност 1201-0001:,"5,503,000",,,"17,000","5,520,000"
,,,,,,,
,,"Манифестација ""Златни пуж 2015.""",,,,,
,,Функција: Услуге културе,,,,,
,422,Трошкови путовања,,"10,000",,,"50,000"
,423,Услуге по уговору,"290,000",,,,"350,000"
,424,Специјализоване услуге,,,,,"400,000"
,425,Текуће поправке и одржавање,,"25,000",,,"25,000"
,,Свега за пројекат 1201-П7:,"290,000","35,000",0,0,"825,000"
,,,,,,,
,,Свега за Програм 13:,"5,793,000","35,000",,"17,000","6,345,000"
,,,,,,,
,,Свега за Главу 16:,"5,793,000","35,000",,"17,000","6,345,000"
,,,,,,,
,,,,,,,
,,"ПРЕДШКОЛСКА УСТАНОВА  ""НАШЕ ДЕТЕ""",,,,,
,,ПРОГРАМ 8 - ПРЕДШКОЛСКО ОБРАЗОВАЊЕ,,,,,
,,Програмска активност: Функционисање предшколских установа,,,,,
,,Функција: Предшколско образовање,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","151,500,000","22,000,000",,,"173,500,000"
,412,Социјални доприноси на терет послодавца,"27,200,000","3,938,000",,,"31,138,000"
,414,Социјална давања запосленима,"3,000,000","11,500,000",,"500,000","15,000,000"
,416,Награде запосленима и остали посебни расходи,,"3,500,000",,,"3,500,000"
,421,Стални трошкови,"23,000,000","12,000,000",,,"35,000,000"
,422,Трошкови путовања,"190,000","1,220,000",,,"1,410,000"
,423,Услуге по уговору,,"3,500,000",,,"3,500,000"
,424,Специјализоване услуге,,"2,000,000",,,"2,000,000"
,425,Текуће поправке и одржавање,0,"2,000,000",,,"2,000,000"
,426,Материјал,,"32,000,000",,,"32,000,000"
,465,"Остале донације, дотације и трансфери","17,500,000","2,500,000",,,"20,000,000"
,482,"Порези, обавезне таксе, казне и пенали",,"300,000",,,"300,000"
,512,Машине и опрема,,"2,000,000",,"677,000","2,677,000"
,,Свега за програмску активност 2001-0001:,"222,390,000","98,458,000",,"1,177,000","322,025,000"
,,,,,,,
,,"Пројекат: Санација отворене терасе на вртићу ""Чаролија""",,,,,
,,Функција: Предшколско васпитање,,,,,
,511,Зграде и грађевински објекти,,"400,000",,,"400,000"
,,Свега за пројекат 2001-П1:,0,"400,000",,,"400,000"
,,,,,,,
,,Свега за Програм 13:,"222,390,000","98,858,000",,"1,177,000","322,425,000"
,,,,,,,
,,Свега за Главу 17:,"222,390,000","98,858,000",,"1,177,000","322,425,000"
,,,,,,,
,,,,,,,
,,ОСНОВНЕ ШКОЛЕ,,,,,
,,ПРОГРАМ 9 - ОСНОВНО ОБРАЗОВАЊЕ,,,,,
,,Програмска активност: Функционисање основних школа,,,,,
,,Функција: Основно образовање,,,,,
,4631,414 - Социјална давања запосленима,"730,000",,,,"730,000"
,4631,416 - Награде запосленима и остали посебни расходи,"6,500,000",,,,"6,500,000"
,4631,421 - Стални трошкови,"45,000,000",,,,"45,000,000"
,4631,422 - Трошкови путовања,"21,968,000",,,,"21,968,000"
,4631,423 - Услуге по уговору,"1,900,000",,,,"1,900,000"
,4631,424 - Специјализоване услуге,"506,000",,,,"506,000"
,4631,425 - Текуће поправке и одржавање,"2,000,000",,,,"2,000,000"
,4631,426 - Материјал,"3,400,000",,,,"3,400,000"
,4631,"482 - Порези, обавезне таксе, казне и пенали","21,000",,,,"21,000"
,4631,483 - Новчане казне и пенали по решењу судова,"477,000",,,,"477,000"
,4632,512 - Машине и опрема,"520,000",,,,"520,000"
,,Свега за програмску активност 2002-0001:,"83,022,000",,,,"83,022,000"
,,,,,,,
,,"Пројекат: Поправка инсталације грејања, котла и димњака у ОШ 20. октобар Власе",,,,,
,,Функција: Основно образовање,,,,,
,4632,Зграде и грађевински објекти,"400,000",,,,"400,000"
,,Свега за пројекат 2002-П1:,"400,000",,,,"400,000"
,,,,,,,
,,Пројекат: Санирање и опремање школске кухиње ЈЈ Змај,,,,,
,,Функција: Основно образовање,,,,,
,4631,Стални трошкови,,,"23,000",,"23,000"
,4631,Услуге по уговору,,,"133,000",,"133,000"
,4631,Текуће поправке и одржавање,,,"541,000",,"541,000"
,4631,Материјал,,,"88,000",,"88,000"
,4632,Машине и опрема,,,"345,000",,"345,000"
,,Свега за пројекат 2002-П2:,0,0,"1,130,000",,"1,130,000"
,,,,,,,
,,Пројекат: Реконструкција санитарног чвора у ОШ 20. октобар Власе и ОШ Предраг Девеџић Врањска Бања,,,,,
,,Функција: Основно образовање,,,,,
,4632,Машине и опрема,"800,000",,,,"800,000"
,,Свега за пројекат 2002-П3:,"800,000",,,,"800,000"
,,,,,,,
,,Свега за Програм 9:,"84,222,000",,"1,130,000",,"85,352,000"
,,,,,,,
,,Свега за Главу 10:,"84,222,000",,"1,130,000",,"85,352,000"
,,,,,,,
,,,,,,,
,,СРЕДЊЕ ШКОЛЕ,,,,,
,,ПРОГРАМ 10 - СРЕДЊЕ ОБРАЗОВАЊЕ,,,,,
,,Програмска активност: Функционисање средњих школа,,,,,
,,Функција: Средње образовање,,,,,
,4631,414 - Социјална давања запосленима,"120,000",,,,"120,000"
,4631,416 - Награде запосленима и остали посебни расходи,"2,619,000",,,,"2,619,000"
,4631,421 - Стални трошкови,"37,000,000",,,,"37,000,000"
,4631,422 - Трошкови путовања,"6,500,000",,,,"6,500,000"
,4631,423 - Услуге по уговору,"1,000,000",,,,"1,000,000"
,4631,424 - Специјализоване услуге,"200,000",,,,"200,000"
,4631,425 - Текуће поправке и одржавање,"900,000",,,,"900,000"
,4631,426 - Материјал,"2,000,000",,,,"2,000,000"
,4631,483 - Новчане казне и пенали по решењу судова,"200,000",,,,"200,000"
,,Свега за програмску активност 2003-0001:,"50,539,000",,,,"50,539,000"
,,,,,,,
,,Пројекат: Санирање школских спортских терена и сала,,,,,
,,Функција: Средње образовање,,,,,
,4632,511 - Зграде и грађевински објекти,"500,000",,,,"500,000"
,,Свега за пројекат 2003-П1:,"500,000",,,,"500,000"
,,,,,,,
,,,,,,,
,,"Пројекат: Изградња система за наводњавање локалним квашењем земљишта школског имања ""Златокоп"" Пољопривредно-ветеринарске школе",,,,,
,,Функција: Средње образовање,,,,,
,4632,512 - Машине и опрема,"1,738,000",,,,"1,738,000"
,,Свега за пројекат 2003-П2:,"1,738,000",,,,"1,738,000"
,,,,,,,
,,Свега за Програм 10:,"52,777,000",,,,"52,777,000"
,,,,,,,
,,Свега за Главу 19:,"52,777,000",,,,"52,777,000"
,,,,,,,
,,РЕГИОНАЛНИ ЦЕНТАР ЗА ТАЛЕНТЕ,,,,,
,,ПРОГРАМ 14: РАЗВОЈ СПОРТА И ОМЛАДИНЕ,,,,,
,,Програмска активност: Додатно образовање и усавршавање омладине,,,,,
,,Функција: Помоћне услуге у образовању,,,,,
,4631,"411 - Плате, додаци и накнаде запослених (зараде)","2,735,000",,,,"2,735,000"
,4631,412 - Социјални доприноси на терет послодавца,"490,000",,,,"490,000"
,4631,421 - Стални трошкови,"44,000",,,,"44,000"
,4631,422 - Трошкови путовања,"30,000",,,,"30,000"
,4631,423 - Услуге по уговору,"100,000",,,,"100,000"
,4631,425 - Текуће поправке и одржавање,"10,000",,,,"10,000"
,4631,426 - Материјал,"20,000",,,,"20,000"
,4631,"465-Остале донације, дотације и трансфери","347,000",,,,"347,000"
,4631,483 - Новчане казне и пенали по решењу судова,"26,000",,,,"26,000"
,4632,512 - Машине и опрема,"10,000",,,,"10,000"
,,Свега за програмску активност 1301-0004:,"3,812,000",,,,"3,812,000"
,,,,,,,
,,,,,,,
,,Пројекат: Летња школа за најбоље полазнике РЦТ на Бесној Кобили,,,,,
,,Функција: Помоћне услуге у образовању,,,,,
,4631,422- Трошкови путовања,"50,000",,,,"50,000"
,4631,423 - Услуге по уговору,"9,000",,,,"9,000"
,4632,426 - Материјал,"3,000",,,,"3,000"
,,Свега за пројекат 1301-П2:,"62,000",,,,"62,000"
,,,,,,,
,,Пројекат: Организовање Регионалне смотре талената ,,,,,
,,Функција: Помоћне услуге у образовању,,,,,
,4631,423 - Услуге по уговору,"40,000",,,,"40,000"
,4631,426 - Материјал,"5,000",,,,"5,000"
,,Свега за пројекат 1301-П3:,"45,000",,,,"45,000"
,,,,,,,
,,Свега за Програм 15:,"3,919,000",,,,"3,919,000"
,,,,,,,
,,Свега за Главу 20:,"3,919,000",,,,"3,919,000"
,,,,,,,
,,ЦЕНТАР ЗА СОЦИЈАЛНИ РАД,,,,,
,,ПРОГРАМ 11: СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА,,,,,
,,Програмска активност: Социјалне помоћи,,,,,
,,Функција: Социјална помоћ некласификована на другом месту,,,,,
,4631,"411 - Плате, додаци и накнаде запослених (зараде)","11,300,000",,,,"11,300,000"
,4631,412 - Социјални доприноси на терет послодавца,"1,900,000",,,,"1,900,000"
,4631,415 - Накнаде трошкова за запослене,"100,000",,,,"100,000"
,4631,416 - Награде запосленима и остали посебни расходи,"55,000",,,,"55,000"
,4631,421 - Стални трошкови,"400,000",,,,"400,000"
,4631,423 - Услуге по уговору,"130,000",,,,"130,000"
,4631,425 - Текуће поправке и одржавање,"70,000",,,,"70,000"
,4631,426 - Материјал,"50,000",,,,"50,000"
,4631,"465 - Остале донације, дотације и трансфери","1,553,000",,,,"1,553,000"
,4631,472 - Накнаде за социјалну заштиту из буџета,"10,800,000",,,,"10,800,000"
,4631,"482 - Порези, обавезне таксе, казне и пенали","15,000",,,,"15,000"
,4631,483 - Новчане казне и пенали по решењу судова,"100,000",,,,"100,000"
,,Свега за Програмску активност 0901-0001:,"26,473,000",,,,"26,473,000"
,,,,,,,
,,"Програмска активност: Прихватилишта, прихватне станице и друге врсте смештаја",,,,,
,,Функција: Социјална помоћ некласификована на другом месту,,,,,
,4631,421-Стални трошкови,"1,000,000",,,,"1,000,000"
,4631,423-Услуге по уговору,"350,000",,,,"350,000"
,,Свега за Програмску активност 0901-0002:,"1,350,000",0,0,0,"1,350,000"
,,,,,,,
,,,,,,,
,,Свега за Програм 11:,"27,823,000",,,,"27,823,000"
,,,,,,,
,,Свега за Главу 21:,"27,823,000",,,,"27,823,000"
,,,,,,,
,,,,,,,
,,ЦЕНТАР ЗА РАЗВОЈ ЛОКАЛНИХ УСЛУГА СОЦИЈАЛНЕ ЗАШТИТЕ,,,,,
,,ПРОГРАМ 11: СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА,,,,,
,,"Програмска активност: Прихватилишта, прихватне станице и друге врсте смештаја",,,,,
,,Функција: Социјална помоћ некласификована на другом месту,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","18,759,000",,,,"18,759,000"
,412,Социјални доприноси на терет послодавца,"3,358,000",,,,"3,358,000"
,414,Социјална давања запосленима,"124,000","10,000",,,"134,000"
,415,Накнаде трошкова за запослене,"337,000","68,000",,,"405,000"
,416,Награде запосленима и остали посебни расходи,"261,000","100,000",,,"361,000"
,421,Стални трошкови,"2,665,000","300,000",,,"2,965,000"
,422,Трошкови путовања,"10,000","40,000",,,"50,000"
,423,Услуге по уговору,"2,285,000","210,000",,,"2,495,000"
,424,Специјализоване услуге,"80,000","260,000",,,"340,000"
,425,Текуће поправке и одржавање,"85,000","250,000",,,"335,000"
,426,Материјал,"504,000","530,000",,,"1,034,000"
,465,"Остале донације, дотације и трансфери","2,020,000",,,,"2,020,000"
,472,Накнаде за социјалну заштиту из буџета,"2,400,000","509,000",,"41,000","2,950,000"
,482,"Порези, обавезне таксе, казне и пенали","42,000","20,000",,,"62,000"
,512,Машине и опрема,"10,000","30,000",,,"40,000"
,,Свега за Програмску активност 0901-0002:,"32,940,000","2,327,000",,"41,000","35,308,000"
,,,,,,,
,,Свега за Програм 11:,"32,940,000","2,327,000",,"41,000","35,308,000"
,,,,,,,
,,Свега за Главу 22:,"32,940,000","2,327,000",,"41,000","35,308,000"
,,,,,,,
,,Свега за раздео 4:,"2,061,959,000","121,715,000","2,530,000","76,143,000","2,628,871,000"
,,,,,,,
,,ЗАШТИТНИК ГРАЂАНА,,,,,
,,ПРОГРАМ 15: ЛОКАЛНА САМОУПРАВА,,,,,
,,Програмска активност: Заштитник грађана,,,,,
,,Функција: Судови,,,,,
,411,"Плате, додаци и накнаде запослених (зараде)","1,200,000",,,,"1,200,000"
,412,Социјални доприноси на терет послодавца,"213,000",,,,"213,000"
,422,Трошкови путовања,"20,000",,,,"20,000"
,423,Услуге по уговору,"20,000",,,,"20,000"
,424,Специјализоване услуге,"10,000",,,,"10,000"
,426,Материјал,"20,000",,,,"20,000"
,465,"Остале донације, дотације и трансфери","160,000",,,,"160,000"
,,Свега за програмску активност 0602-0005:,"1,643,000",,,,"1,643,000"
,,,,,,,
,,Свега за Програм 15:,"1,643,000",,,,"1,643,000"
,,,,,,,
,,Свега за Главу 1:,"1,643,000",,,,"1,643,000"
,,,,,,,
,,Свега за Раздео 5:,"1,643,000",,,,"1,643,000"
,,,,,,,
,,"Свега за Разделе 1,2,3,4 и 5:","2,142,380,000","121,715,000","2,530,000","76,143,000","2,709,292,000"
